x
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.09679511878950176
0.12213282639625253
0.12222803265545949
0.12230234774021291
0.12214638486646814
0.12049103239668293
0.12240570696422255
0.12230919402899951
0.12219140858705031
0.12221909968842648
0.12225689081704731
0.12242703251159473
0.12227133100953902
0.1223800222425038
0.12230733225274981
0.1223062327446263
0.12237383356589641
0.12241823390516382
0.12239717000783287
0.12235927350781979
0.12214226694028678
0.12027520846797427
0.12235745901647344
0.12239233172639356
0.1220841723512118
0.12242098889855935
0.12234894304882238
0.12225203395200197
0.12238941467394096
0.12234740691677556
